"","word","n"
"1530","murder",2203
"1531","surprised",2198
"1532","apart",2197
"1533","guard",2197
"1534","lifetime",2193
"1535","greater",2191
"1536","posted",2191
"1537","fifth",2186
"1538","guilty",2184
"1539","tip",2184
"1540","japanese",2183
"1541","warm",2181
"1542","marketing",2180
"1543","al",2179
"1544","breaking",2179
"1545","laid",2175
"1546","workout",2175
"1547","complex",2173
"1548","iron",2173
"1549","leaves",2173
"1550","slow",2172
"1551","image",2171
"1552","here's",2164
"1553","toast",2161
"1554","tweets",2160
"1555","division",2157
"1556","paying",2157
"1557","obvious",2155
"1558","leaders",2153
"1559","massive",2152
"1560","anymore",2151
"1561","beauty",2149
"1562","limited",2149
"1563","modern",2146
"1564","voters",2145
"1565","smell",2144
"1566","august",2143
"1567","decisions",2143
"1568","block",2139
"1569","owner",2136
"1570","chef",2134
"1571","afghanistan",2133
"1572","inc",2133
"1573","screen",2132
"1574","europe",2131
"1575","response",2131
"1576","weight",2131
"1577","reports",2127
"1578","fb",2126
"1579","travel",2125
"1580","whom",2125
"1581","thinks",2124
"1582","reached",2123
"1583","ordered",2122
"1584","arrested",2121
"1585","bills",2115
"1586","currently",2115
"1587","religious",2115
"1588","lived",2114
"1589","mid",2114
"1590","routine",2112
"1591","year's",2112
"1592","helps",2110
"1593","mary",2108
"1594","limit",2107
"1595","growth",2106
"1596","lee",2105
"1597","families",2104
"1598","killing",2104
"1599","rams",2102
"1600","attorney",2100
"1601","supporting",2100
"1602","incredibly",2099
"1603","lineup",2099
"1604","meal",2099
"1605","failure",2098
"1606","previous",2094
"1607","raise",2094
"1608","rules",2092
"1609","punch",2091
"1610","senior",2091
"1611","expectations",2087
"1612","messages",2087
"1613","expect",2086
"1614","turns",2084
"1615","article",2083
"1616","appear",2078
"1617","winner",2077
"1618","bob",2076
"1619","campaign",2074
"1620","dollar",2073
"1621","studies",2072
"1622","floor",2069
"1623","trial",2067
"1624","winter",2067
"1625","searching",2066
"1626","supposed",2064
"1627","sushi",2064
"1628","customers",2063
"1629","particular",2063
"1630","prospect",2057
"1631","universe",2055
"1632","basic",2054
"1633","bunch",2053
"1634","commercial",2053
"1635","bottom",2050
"1636","century",2047
"1637","concerned",2047
"1638","unfortunately",2047
"1639","update",2047
"1640","retirement",2046
"1641","they've",2046
"1642","somewhere",2045
"1643","abuse",2043
"1644","levels",2043
"1645","salt",2042
"1646","attack",2039
"1647","audience",2039
"1648","bird",2039
"1649","related",2038
"1650","shouldn't",2037
"1651","dating",2036
"1652","generation",2036
"1653","miami",2036
"1654","skills",2036
"1655","conversation",2034
"1656","lmao",2034
"1657","loses",2034
"1658","stuck",2034
"1659","candidates",2033
"1660","digital",2033
"1661","mexican",2033
"1662","web",2033
"1663","customer",2032
"1664","administration",2030
"1665","realize",2029
"1666","soul",2029
"1667","particularly",2028
"1668","residents",2026
"1669","democrats",2021
"1670","filed",2021
"1671","effects",2020
"1672","ate",2019
"1673","possibly",2019
"1674","soft",2016
"1675","various",2014
"1676","window",2013
"1677","ice",2012
"1678","blame",2009
"1679","pool",2008
"1680","george",2002
"1681","app",2001
"1682","scenes",2000
"1683","successful",1999
"1684","turning",1999
"1685","walked",1998
"1686","mood",1997
"1687","ahead",1994
"1688","noticed",1993
"1689","profit",1991
"1690","border",1989
"1691","council",1988
"1692","houston",1985
"1693","i’ll",1985
"1694","evil",1983
"1695","cherry",1979
"1696","hahaha",1979
"1697","produce",1979
"1698","example",1976
"1699","baseball",1975
"1700","scared",1974
"1701","tied",1973
"1702","africa",1969
"1703","putting",1968
"1704","september",1968
"1705","fixed",1967
"1706","candidate",1964
"1707","setting",1963
"1708","seconds",1960
"1709","agent",1958
"1710","ingredients",1956
"1711","soup",1956
"1712","nap",1954
"1713","actual",1953
"1714","cities",1953
"1715","ended",1951
"1716","reality",1951
"1717","poll",1950
"1718","bears",1949
"1719","enjoying",1945
"1720","lady",1944
"1721","prison",1942
"1722","hill",1941
"1723","charlie",1938
"1724","prevent",1938
"1725","meaning",1937
"1726","parking",1937
"1727","iowa",1935
"1728","gov",1934
"1729","william",1934
"1730","fill",1930
"1731","loves",1926
"1732","movies",1926
"1733","closed",1925
"1734","damage",1924
"1735","fourth",1922
"1736","wanting",1922
"1737","indiana",1919
"1738","bell",1918
"1739","cutting",1918
"1740","authority",1917
"1741","labor",1916
"1742","hasn't",1913
"1743","homes",1912
"1744","achieve",1909
"1745","nobody",1907
"1746","advantage",1906
"1747","extremely",1906
"1748","los",1906
"1749","speaking",1906
"1750","traditional",1905
"1751","mad",1902
"1752","opposite",1902
"1753","decide",1901
"1754","bear",1900
"1755","agency",1899
"1756","english",1899
"1757","soldiers",1897
"1758","pre",1896
"1759","realized",1896
"1760","enjoyed",1895
"1761","gifts",1895
"1762","shower",1895
"1763","bringing",1893
"1764","opened",1893
"1765","army",1892
"1766","cry",1892
"1767","wedding",1889
"1768","typically",1887
"1769","senate",1886
"1770","speed",1886
"1771","q",1885
"1772","produced",1883
"1773","considering",1882
"1774","sets",1882
"1775","oct",1881
"1776","easter",1879
"1777","detroit",1876
"1778","vegas",1876
"1779","miller",1875
"1780","swing",1875
"1781","drew",1873
"1782","truck",1870
"1783","criminal",1868
"1784","scheduled",1868
"1785","em",1867
"1786","heads",1867
"1787","festival",1866
"1788","forgot",1866
"1789","global",1866
"1790","loss",1866
"1791","slowly",1866
"1792","blow",1865
"1793","crack",1865
"1794","towards",1864
"1795","agreed",1863
"1796","inspiration",1862
"1797","angry",1861
"1798","counter",1859
"1799","direction",1858
"1800","prefer",1858
"1801","generally",1857
"1802","military",1855
"1803","pressure",1853
"1804","immigration",1848
"1805","surprise",1847
"1806","guide",1845
"1807","scored",1845
"1808","continued",1843
"1809","giants",1842
"1810","saved",1842
"1811","plastic",1840
"1812","preparation",1836
"1813","fired",1835
"1814","memories",1835
"1815","jones",1834
"1816","mass",1834
"1817","actions",1833
"1818","virginia",1833
"1819","rice",1832
"1820","nations",1831
"1821","yards",1831
"1822","mouth",1830
"1823","awards",1829
"1824","truly",1829
"1825","ears",1828
"1826","pattern",1828
"1827","bro",1827
"1828","prove",1826
"1829","tank",1825
"1830","hollywood",1824
"1831","maryland",1824
"1832","smaller",1824
"1833","injured",1820
"1834","network",1820
"1835","revenue",1817
"1836","skin",1817
"1837","smart",1817
"1838","patients",1816
"1839","source",1815
"1840","yea",1815
"1841","secret",1813
"1842","expensive",1812
"1843","dave",1809
"1844","peter",1808
"1845","activities",1807
"1846","larger",1807
"1847","treat",1807
"1848","resident",1806
"1849","columbus",1805
"1850","experienced",1805
"1851","recovery",1804
"1852","confirmed",1803
"1853","jack",1803
"1854","calls",1802
"1855","nyc",1800
"1856","owners",1800
"1857","technology",1800
"1858","tough",1799
"1859","terrible",1798
"1860","folks",1796
"1861","regulations",1796
"1862","legs",1795
"1863","watched",1792
"1864","everybody",1790
"1865","g",1790
"1866","value",1790
"1867","talent",1788
"1868","material",1786
"1869","appreciate",1785
"1870","bread",1785
"1871","links",1785
"1872","ppl",1785
"1873","francisco",1784
"1874","associated",1783
"1875","costs",1783
"1876","crew",1783
"1877","connected",1780
"1878","advertising",1779
"1879","drawing",1779
"1880","japan",1779
"1881","anti",1778
"1882","draft",1778
"1883","quiet",1775
"1884","bet",1774
"1885","laws",1773
"1886","standards",1773
"1887","highly",1772
"1888","consumers",1771
"1889","yours",1771
"1890","focused",1768
"1891","influence",1767
"1892","sat",1767
"1893","seat",1767
"1894","seats",1767
"1895","core",1760
"1896","fabric",1757
"1897","charge",1755
"1898","sky",1755
"1899","readers",1754
"1900","professional",1752
"1901","proof",1751
"1902","medium",1750
"1903","officer",1750
"1904","environmental",1749
"1905","lowell",1749
"1906","roster",1748
"1907","idk",1747
"1908","address",1746
"1909","magazine",1742
"1910","classes",1741
"1911","crisis",1741
"1912","golden",1741
"1913","moon",1741
"1914","compared",1740
"1915","artists",1737
"1916","nuclear",1737
"1917","telling",1736
"1918","andrew",1735
"1919","german",1734
"1920","movement",1734
"1921","adams",1732
"1922","announced",1730
"1923","balance",1729
"1924","seasons",1728
"1925","france",1727
"1926","breakfast",1724
"1927","leg",1724
"1928","content",1722
"1929","williams",1722
"1930","gm",1721
"1931","entered",1716
"1932","m",1716
"1933","metal",1712
"1934","search",1711
"1935","camp",1709
"1936","period",1709
"1937","uk",1709
"1938","funding",1707
"1939","sadly",1707
"1940","gas",1704
"1941","grace",1703
"1942","meant",1703
"1943","avoid",1702
"1944","resort",1699
"1945","agreement",1698
"1946","elected",1698
"1947","seal",1698
"1948","strategy",1698
"1949","iphone",1696
"1950","remove",1696
"1951","poetry",1694
"1952","firm",1690
"1953","childhood",1687
"1954","fox",1687
"1955","calling",1686
"1956","participate",1686
"1957","boom",1685
"1958","puts",1685
"1959","grant",1684
"1960","pat",1683
"1961","beast",1682
"1962","phase",1682
"1963","woke",1680
"1964","clock",1677
"1965","indian",1677
"1966","discussion",1676
"1967","apply",1675
"1968","breast",1675
"1969","passion",1673
"1970","madison",1672
"1971","poem",1672
"1972","channel",1671
"1973","respect",1671
"1974","variety",1671
"1975","h",1670
"1976","offered",1670
"1977","reduce",1670
"1978","streak",1670
"1979","booth",1669
"1980","jr",1667
"1981","toronto",1666
"1982","matters",1665
"1983","miles",1663
"1984","strange",1663
"1985","dropped",1662
"1986","kevin",1662
"1987","launch",1662
"1988","surgery",1662
"1989","celebrating",1661
"1990","inspired",1659
"1991","admit",1658
"1992","angeles",1658
"1993","arts",1658
"1994","suggested",1658
"1995","songs",1657
"1996","i’d",1654
"1997","novels",1654
"1998","sleeping",1653
"1999","nail",1652
"2000","glass",1651
"2001","houses",1651
"2002","medicine",1649
"2003","marriage",1646
"2004","approved",1645
"2005","mobile",1645
"2006","presented",1645
"2007","countries",1644
"2008","sacramento",1644
"2009","films",1642
"2010","guards",1642
"2011","regarding",1642
"2012","royal",1641
"2013","posting",1637
"2014","valentine's",1637
"2015","directed",1635
"2016","banks",1634
"2017","claims",1633
"2018","egg",1632
"2019","types",1632
"2020","surely",1631
"2021","root",1630
"2022","happening",1628
"2023","apartment",1627
"2024","estate",1627
"2025","lights",1627
"2026","pics",1627
"2027","keeps",1626
"2028","serving",1626
"2029","capacity",1625
"2030","cents",1625
"2031","spoke",1625
"2032","losing",1624
"2033","traffic",1624
"2034","southern",1623
"2035","romney",1621
"2036","facility",1620
"2037","carried",1619
"2038","owned",1619
"2039","task",1618
"2040","barely",1615
"2041","camera",1615
"2042","degree",1615
"2043","presence",1613
"2044","fantastic",1611
"2045","musical",1611
"2046","gay",1610
"2047","crap",1609
"2048","regardless",1609
"2049","ill",1607
"2050","apple",1606
"2051","popular",1606
"2052","introduced",1605
"2053","politics",1605
"2054","injuries",1602
"2055","recover",1602
"2056","managers",1600
"2057","eastern",1597
"2058","tho",1597
"2059","ends",1596
"2060","foreign",1596
"2061","placed",1595
"2062","birth",1594
"2063","xd",1592
"2064","craft",1589
"2065","nick",1589
"2066","easily",1588
"2067","experiences",1588
"2068","provided",1586
"2069","reaction",1586
"2070","silver",1584
"2071","videos",1584
"2072","accused",1582
"2073","appeared",1582
"2074","tale",1582
"2075","mommy",1581
"2076","communications",1580
"2077","illinois",1579
"2078","solar",1579
"2079","spanish",1578
"2080","fellow",1577
"2081","feedback",1574
"2082","married",1574
"2083","pop",1574
"2084","ford",1573
"2085","billy",1571
"2086","defensive",1570
"2087","duty",1569
"2088","joke",1569
"2089","offseason",1569
"2090","location",1568
"2091","attempt",1565
"2092","bin",1565
"2093","blues",1565
"2094","nor",1565
"2095","singer",1564
"2096","connection",1563
"2097","jeans",1563
"2098","horrible",1562
"2099","ankle",1561
"2100","recipes",1561
"2101","entertainment",1560
"2102","studying",1560
"2103","shout",1559
"2104","cooking",1558
"2105","described",1558
"2106","italy",1558
"2107","master",1558
"2108","stress",1558
"2109","milk",1556
"2110","options",1556
"2111","adding",1555
"2112","concern",1555
"2113","scott",1555
"2114","usual",1555
"2115","courage",1553
"2116","dropping",1553
"2117","referring",1553
"2118","ah",1552
"2119","magic",1552
"2120","foundation",1551
"2121","anxiety",1550
"2122","loving",1550
"2123","machine",1550
"2124","disorder",1548
"2125","necessary",1548
"2126","positions",1548
"2127","finding",1546
"2128","approximately",1545
"2129","ink",1545
"2130","systems",1545
"2131","jealous",1543
"2132","gun",1541
"2133","images",1541
"2134","da",1539
"2135","lately",1539
"2136","tiny",1539
"2137","proposal",1536
"2138","grandchildren",1535
"2139","k",1534
"2140","alternative",1533
"2141","leadership",1532
"2142","northeast",1532
"2143","innings",1531
"2144","dan",1528
"2145","whenever",1528
"2146","nervous",1527
"2147","approach",1526
"2148","struck",1525
"2149","authors",1524
"2150","pants",1524
"2151","ugly",1524
"2152","pic",1522
"2153","boulevard",1521
"2154","claiming",1521
"2155","downtown",1521
"2156","violence",1521
"2157","thus",1520
"2158","attend",1519
"2159","copy",1519
"2160","ex",1519
"2161","herself",1519
"2162","testing",1519
"2163","speech",1518
"2164","mothers",1517
"2165","strength",1516
"2166","attitude",1515
"2167","aside",1514
"2168","effective",1514
"2169","challenges",1513
"2170","pack",1513
"2171","clearly",1512
"2172","entry",1512
"2173","threatened",1512
"2174","urban",1512
"2175","charged",1509
"2176","declined",1509
"2177","holds",1509
"2178","guitar",1507
"2179","everyday",1506
"2180","stands",1505
"2181","wind",1503
"2182","doctors",1501
"2183","falling",1500
"2184","cast",1498
"2185","november",1498
"2186","smh",1498
"2187","seek",1497
"2188","marks",1496
"2189","gain",1495
"2190","tag",1494
"2191","bacon",1491
"2192","discuss",1491
"2193","linda",1491
"2194","burn",1490
"2195","fog",1488
"2196","opposed",1488
"2197","um",1488
"2198","bruno",1487
"2199","minnesota",1487
"2200","hanging",1486
"2201","reveal",1486
"2202","acres",1485
"2203","restaurants",1485
"2204","desk",1483
"2205","users",1483
"2206","santa",1482
"2207","turkey",1482
"2208","tampa",1481
"2209","essential",1479
"2210","keeping",1479
